rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,len,seq,sysid,compid,msgid,fromlcm,payload64
1408109376414442822,,536,,0,0,'',9,251,1,1,0,False,"[347061953409056770, 13625359953554495747L, 4355243091402960710, 13697994802965266217L, 8443840192705096, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376721416193,,537,,0,0,'',31,252,1,1,1,False,"[453200654236719, 2988138816616922159, 1311, 1180506052324491264, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376725391390,,538,,0,0,'',2,254,1,1,42,False,"[453204427669504, 2988138816616922159, 1311, 1180506052324491264, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376732465395,,539,,0,0,'',30,255,1,1,24,False,"[67670000, 446730286428926070, 18446463457726326610L, 4074639472971546722, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376747309532,,540,,0,0,'',26,0,1,1,62,False,"[4716394710855309066, 0, 584115552256, 4074639475808206848, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376756587862,,541,,0,0,'',28,2,1,1,33,False,"[2378235065239931166, 113773787683624, 27303034086234788, 4074732665423200252, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376787693258,,542,,0,0,'',21,3,1,1,36,False,"[459655886938359745, 101320328, 11330467324231680, 4074732665423200252, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376792677721,,543,,0,0,'',22,4,1,1,35,False,"[499343794165057872, 562956395971741148, 3665648621801440224, 4074732665423200252, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376798680417,,544,,0,0,'',28,5,1,1,30,False,"[4473546113407846736, 4618501544161986985, 13635255823384538036L, 4074816634311620983, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376817730891,,545,,0,0,'',20,6,1,1,74,False,"[4572774917165400719, 4453159309196017008, 13635433387026677896L, 4074816634311620983, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376828434806,,546,,0,0,'',12,9,1,1,2,False,"[1408109377691000, 4575749902507772261, 4421225706571169792, 4074816632156826004, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376845652090,,547,,0,0,'',26,10,1,1,27,False,"[65123453, 18396919038579048484L, 18401144384447774678L, 4074816634366722521, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109376854534819,,548,,0,0,'',14,12,1,1,29,False,"[4934633306722470285, 11951447163819243602L, 18400865950294343665L, 4074816634366722521, 8443840192705278, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377201628060,,549,,0,0,'',31,14,1,1,1,False,"[453200654236719, 2970968843037572143, 1328, 1108448458286563328, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377205594391,,550,,0,0,'',2,16,1,1,42,False,"[453201800527872, 2970968843037572143, 1328, 1108448458286563328, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377212595388,,551,,0,0,'',30,17,1,1,24,False,"[68270000, 446730591371604086, 18446463457726326670L, 11779172535485988923L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377218761484,,552,,0,0,'',26,18,1,1,62,False,"[4715403917734675743, 0, 584115552256, 11779172537800065024L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377267745647,,553,,0,0,'',28,20,1,1,33,False,"[2378235159729212078, 113859687029600, 16606997856132018, 11779172243683082233L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377272761509,,554,,0,0,'',21,21,1,1,36,False,"[456841167236544485, 104138336, 57102036876918784, 11779172243683082233L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377277681129,,555,,0,0,'',22,22,1,1,35,False,"[502721515360422744, 562956395970954716, 4463067230822728672, 11779172243683082233L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377305826398,,556,,0,0,'',28,23,1,1,30,False,"[4476105011973131097, 4618209653887132166, 4501674112929537944, 11779218874260087600L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377310703503,,557,,0,0,'',20,24,1,1,74,False,"[4546113607021562429, 4486305805202830131, 4501690896663314567, 11779218874260087600L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377344687394,,558,,0,0,'',12,27,1,1,2,False,"[1408109378211000, 4575822380080892781, 4435378736208019456, 11779218874272107191L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377350738415,,559,,0,0,'',26,28,1,1,27,False,"[65643047, 18419155385646710792L, 18402551853823295836L, 11779218876096119265L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109377373727772,,560,,0,0,'',14,30,1,1,29,False,"[4934632224390712212, 1895190675172862197, 18402273312292929539L, 11779218876096119265L, 8443840192705203, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
