rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,len,seq,sysid,compid,msgid,fromlcm,payload64
1408109382978754952,,690,,0,0,'',26,222,1,1,62,False,"[4728081548794186956, 0, 584115552256, 16181722648441585664L, 8443840192705179, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109383065884995,,691,,0,0,'',26,224,1,1,27,False,"[71363326, 18340061024566968406L, 18401425743464496942L, 16181722646491824594L, 8443840192705179, 72396359564984364, 6698473605593322046, 812350114369, 148434069749760, 3821584181457059840, 10617089, 3899271397318328320, 17293823610466664705L, 3604624740433592624, 1513209582338441316, 14642389860636143872L, 16439265644539936326L, 3676709738508421036, 414982, 1656866553070616576, 266636451971384, 422500992491914885, 423342630007473811, 88133546469359616, 16403235746858737153L, 5794793647656025628, 894314967005020181, 13440075752959426098L, 8854439710563112190, 2213588848923983700, 37503571965264077, 31877452529724, 0]"
1408109383191965731,,692,,0,0,'',12,235,1,1,2,False,"[1408109384110000, 15641372530902639224L, 9842055143282638579L, 17149709067711456747L, 5097255644973498385, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383343910081,,693,,0,0,'',9,236,1,1,0,False,"[347061953409056768, 15641372530911790851L, 9842055143282638579L, 17149709067711456747L, 5097255644973498385, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383473949085,,694,,0,0,'',31,237,1,1,1,False,"[453200654236719, 2977161266755402799, 1440, 13430015563795529728L, 5097255644973498462, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383477786595,,695,,0,0,'',2,239,1,1,42,False,"[453204058832896, 2977161266755402799, 1440, 13430015563795529728L, 5097255644973498462, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383502893549,,696,,0,0,'',30,240,1,1,24,False,"[74470000, 446731476134866930, 18446463457726327650L, 112597701933596748, 5097255644973498462, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383508976846,,697,,0,0,'',26,241,1,1,62,False,"[4725334354555872215, 0, 584115552256, 112597701513314304, 5097255644973498462, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383574808318,,698,,0,0,'',26,243,1,1,27,False,"[71883100, 60794931365609541, 18383974428051046547L, 112597701160665538, 5097255644973498462, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383583753222,,699,,0,0,'',14,245,1,1,29,False,"[4934632580873004021, 11177109571607878697L, 18383695860747206639L, 112597701160665538, 5097255644973498462, 2971374023880838191, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383693045019,,700,,0,0,'',28,247,1,1,33,False,"[2378235065239937966, 117939905960939, 18422255755030699410L, 13698257768625340395L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383713066012,,701,,0,0,'',21,248,1,1,36,False,"[475700278445347741, 102434376, 18426586727037534208L, 13698257768625340395L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383718013647,,702,,0,0,'',22,249,1,1,35,False,"[512854288104498245, 562956395970692598, 16896098427109114848L, 13698257768625340395L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383724006706,,703,,0,0,'',28,250,1,1,30,False,"[4413923355929945157, 4618031374094160774, 4420860373401277840, 13698173800020118832L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383743089580,,704,,0,0,'',20,251,1,1,74,False,"[4566289735590262866, 13741383183263439257L, 4420939833551945862, 13698173800020118832L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383755105290,,705,,0,0,'',12,254,1,1,2,False,"[1408109384650000, 4575803039843165332, 4421502731961761792, 13698173797863654546L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383991090728,,706,,0,0,'',31,255,1,1,1,False,"[453200654236719, 2989827645002349615, 1419, 747879013120212992, 8443840192705060, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109383995105643,,707,,0,0,'',2,1,1,1,42,False,"[453202504384512, 2989827645002349615, 1419, 747879013120212992, 8443840192705060, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384001011052,,708,,0,0,'',30,2,1,1,24,False,"[75070000, 446731136832450561, 18446463462021294866L, 4972263174930104416, 8443840192705060, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384007098712,,709,,0,0,'',26,3,1,1,62,False,"[4718106079221210153, 0, 584115552256, 4972263175187529728, 8443840192705060, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384094143458,,710,,0,0,'',26,5,1,1,27,False,"[72403556, 18423940378646675504L, 18394952012271976242L, 4972263176700559825, 8443840192705060, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384103262813,,711,,0,0,'',14,7,1,1,29,False,"[4934634225845478909, 11060860410520953159L, 18394673449265528831L, 4972263176700559825, 8443840192705060, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384195275396,,712,,0,0,'',28,9,1,1,33,False,"[2378235138254382598, 117467459558284, 18420567081264094330L, 13698075275463360481L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384200240014,,713,,0,0,'',21,10,1,1,36,False,"[465848856124477210, 100861513, 18385640914019155968L, 13698075275463360481L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384205011167,,714,,0,0,'',22,11,1,1,35,False,"[501032377737356896, 562956395970627065, 9732841744799630304L, 13698075275463360481L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384215251583,,715,,0,0,'',28,12,1,1,30,False,"[4454831033933702753, 4617955838500276191, 13634478539510328780L, 13698173061291297795L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384220145343,,716,,0,0,'',20,13,1,1,74,False,"[4576738085353805578, 13744265488570557399L, 13634636747902812294L, 13698173061291297795L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384263208503,,717,,0,0,'',12,16,1,1,2,False,"[1408109385191000, 4575819536812549809, 4440973910363602944, 13698173059123698048L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384395330032,,718,,0,0,'',9,17,1,1,0,False,"[347061953409056768, 4575819536818253315, 4440973910363602944, 13698173059123698048L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384500471224,,719,,0,0,'',31,18,1,1,1,False,"[453200654236719, 2992642407654358063, 1454, 7305120070571655168, 8443840192705090, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384603366959,,720,,0,0,'',2,20,1,1,42,False,"[453201377820672, 2992642407654358063, 1454, 7305120070571655168, 8443840192705090, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384610299888,,721,,0,0,'',30,21,1,1,24,False,"[75670000, 446730806119968788, 18446463462021294676L, 5233471953386668118, 8443840192705090, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384615270609,,722,,0,0,'',26,22,1,1,62,False,"[4703424343404665897, 0, 584115552256, 5233471953715986432, 8443840192705090, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384635338977,,723,,0,0,'',26,24,1,1,27,False,"[72923031, 18404236988537438305L, 18393826224026812190L, 5233471951916237263, 8443840192705090, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384644224242,,724,,0,0,'',14,26,1,1,29,False,"[4934630227230926852, 7016346478756424581, 18393547553653325842L, 5233471951916237263, 8443840192705090, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384706399675,,725,,0,0,'',28,28,1,1,33,False,"[2378235176909088862, 116694365444921, 18421130078462155748L, 13697997192951300078L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384711370761,,726,,0,0,'',21,29,1,1,36,False,"[463034127832747101, 101910068, 18428130441362931712L, 13697997192951300078L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384812428971,,727,,0,0,'',22,30,1,1,35,False,"[485832728994982012, 562956395970561531, 1811010000254927841, 13697997192951300078L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384818460003,,728,,0,0,'',28,31,1,1,30,False,"[4437880077916645500, 4617639978010223099, 13712483946009149102L, 13698245409990138840L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384823453757,,729,,0,0,'',20,32,1,1,74,False,"[4577818948233834004, 13652031765968395960L, 13712462062112473221L, 13698245409990138840L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109384839486975,,730,,0,0,'',12,35,1,1,2,False,"[1408109385730000, 4575924325424638156, 4443429476310712320, 13698245407840978515L, 8443840192705096, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109385115681607,,731,,0,0,'',31,36,1,1,1,False,"[453200654236719, 2983072224086457391, 1404, 4855161873282105344, 8443840192705180, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109385119580240,,732,,0,0,'',2,38,1,1,42,False,"[453204056866816, 2983072224086457391, 1404, 4855161873282105344, 8443840192705180, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109385221469159,,733,,0,0,'',30,39,1,1,24,False,"[76070000, 446730595666571300, 18446463462021294586L, 2982516564666613848, 8443840192705180, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
1408109385227526220,,734,,0,0,'',26,40,1,1,62,False,"[4694372107126256435, 0, 584115552256, 2982516565181857792, 8443840192705180, 2971374023880802348, 5241654562929894463, 3170567121419581938, 72589882199412224, 85609074869280289, 30247591507408161, 13258603900050485760L, 18312510422537727487L, 4744058576954320149, 3172350558762091268, 6, 136822122923098112, 459085691883168513, 422218916206872379, 6459695892432, 2162011388250057678, 4456079039760769577, 4617990249782319074, 13678660861666521744L, 1512885996064667566, 4555481094086001128, 4681311669898990059, 17170552278210314, 11745671403884417478L, 13459525842667570043L, 4575657222406483512, 58926951301120, 0]"
