rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1408109376223750594,100,100,100,100,100,100,100,100
1408109376383773066,100,100,100,100,100,100,100,100
1408109376763766298,100,100,100,100,100,100,100,100
1408109376867695723,100,100,100,100,100,100,100,100
1408109417679900149,100,100,100,100,100,100,100,100
1408109417811833658,100,100,100,100,100,100,100,100
